Serial,IQ,Bengali,English,Math,Physical_Science,Biology,History,Geography,Stream
2460,101,82,76,78,85,87,86,99,Bioscience
2461,100,95,83,70,79,92,80,100,Bioscience
2462,104,83,90,77,74,86,82,91,Bioscience
2463,101,91,78,68,89,87,82,93,Bioscience
2464,94,99,71,71,87,91,83,100,Bioscience
2465,105,99,71,79,82,97,88,88,Bioscience
2466,95,87,92,80,71,97,86,100,Bioscience
2467,93,96,72,79,70,89,90,86,Bioscience
2468,104,92,86,70,76,91,83,88,Bioscience
2469,94,90,79,78,73,87,90,90,Bioscience
2470,89,82,90,79,88,97,80,85,Bioscience
2471,96,87,71,80,74,88,85,98,Bioscience
2472,102,93,93,65,75,97,88,98,Bioscience
2473,91,100,88,76,90,98,85,91,Bioscience
2474,96,80,81,80,87,96,90,98,Bioscience
2475,90,95,75,77,74,90,83,97,Bioscience
2476,100,97,95,68,78,100,80,97,Bioscience
2477,96,99,77,77,80,95,88,97,Bioscience
2478,93,88,82,66,83,95,80,94,Bioscience
2479,92,82,80,72,89,98,88,86,Bioscience
2480,98,85,75,75,88,99,88,99,Bioscience
2481,100,97,80,72,90,86,89,94,Bioscience
2482,104,98,73,76,70,99,85,99,Bioscience
2483,95,93,70,68,74,97,89,100,Bioscience
2484,90,82,77,74,81,88,81,87,Bioscience
2485,102,82,72,75,71,89,84,91,Bioscience
2486,99,90,80,75,77,97,81,88,Bioscience
2487,100,92,92,69,73,88,88,85,Bioscience
2488,89,80,74,69,89,92,87,100,Bioscience
2489,93,94,70,69,71,96,88,99,Bioscience
2490,101,91,72,72,73,95,88,99,Bioscience
2491,102,80,83,74,74,99,83,99,Bioscience
2492,95,82,77,70,73,86,80,95,Bioscience
2493,102,89,82,71,81,89,90,93,Bioscience
2494,103,95,70,69,77,100,85,100,Bioscience
2495,94,97,78,68,89,94,81,93,Bioscience
2496,104,89,80,75,75,88,90,95,Bioscience
2497,93,86,81,78,81,89,90,88,Bioscience
2498,92,100,84,69,83,90,84,96,Bioscience
2499,100,89,90,78,83,93,88,98,Bioscience
2500,99,86,82,74,86,89,80,95,Bioscience
2501,90,89,91,67,74,94,81,92,Bioscience
2502,102,80,83,70,80,92,83,88,Bioscience
2503,91,86,76,65,86,94,87,85,Bioscience
2504,102,90,75,65,88,87,81,95,Bioscience
2505,88,99,78,70,82,94,80,95,Bioscience
2506,102,95,85,72,83,99,87,97,Bioscience
2507,102,96,76,77,88,87,88,100,Bioscience
2508,102,91,93,67,83,90,88,92,Bioscience
2509,99,82,82,78,89,96,88,98,Bioscience
2510,96,88,92,68,72,94,88,96,Bioscience
2511,100,100,87,67,77,95,86,89,Bioscience
2512,92,80,78,76,72,93,85,98,Bioscience
2513,102,98,75,77,71,95,89,85,Bioscience
2514,98,94,89,74,79,94,83,94,Bioscience
2515,96,85,78,66,74,86,81,100,Bioscience
2516,97,96,76,66,78,97,88,95,Bioscience
2517,98,97,94,71,79,92,83,99,Bioscience
2518,88,80,82,72,83,85,90,85,Bioscience
2519,90,82,71,80,89,91,84,93,Bioscience
2520,92,93,82,69,87,91,89,97,Bioscience
2521,90,100,81,68,77,86,80,95,Bioscience
2522,95,80,92,80,76,100,87,99,Bioscience
2523,100,93,88,67,86,88,84,92,Bioscience
2524,99,82,74,65,72,90,85,95,Bioscience
2525,96,93,73,71,81,92,82,91,Bioscience
2526,103,93,85,71,78,98,90,98,Bioscience
2527,98,81,71,74,73,96,84,86,Bioscience
2528,89,94,78,79,82,97,89,89,Bioscience
2529,101,98,73,79,76,88,84,86,Bioscience
2530,98,98,70,69,73,98,80,96,Bioscience
2531,99,80,93,80,83,98,89,88,Bioscience
2532,98,85,72,75,73,92,82,90,Bioscience
2533,97,85,70,66,84,93,82,98,Bioscience
2534,89,89,94,80,73,85,89,90,Bioscience
2535,98,83,74,67,79,97,89,87,Bioscience
2536,102,97,91,74,86,100,90,85,Bioscience
2537,93,96,70,77,74,92,84,88,Bioscience
2538,98,96,73,68,86,93,88,99,Bioscience
2539,88,84,72,69,85,92,83,93,Bioscience
2540,94,80,88,72,88,86,88,100,Bioscience
2541,95,99,86,79,73,94,85,88,Bioscience
2542,105,86,82,68,85,96,80,90,Bioscience
2543,91,93,76,75,89,99,84,87,Bioscience
2544,92,99,72,72,86,99,85,91,Bioscience
2545,95,80,84,66,73,92,82,94,Bioscience
2546,105,80,75,76,87,100,84,97,Bioscience
2547,103,80,85,78,72,93,85,90,Bioscience
2548,88,83,87,74,82,95,80,97,Bioscience
2549,92,81,92,67,80,94,81,95,Bioscience
2550,102,97,82,67,81,100,88,89,Bioscience
2551,89,92,70,71,80,96,83,99,Bioscience
2552,103,100,77,73,70,86,86,91,Bioscience
2553,93,96,92,73,80,86,86,87,Bioscience
2554,104,100,83,68,89,91,86,100,Bioscience
2555,93,85,86,73,79,93,84,99,Bioscience
2556,95,86,81,69,75,95,85,85,Bioscience
2557,99,97,74,75,90,92,89,99,Bioscience
2558,90,85,93,77,72,93,90,100,Bioscience
2559,98,81,90,75,80,99,82,98,Bioscience
2560,97,94,95,65,80,90,87,89,Bioscience
2561,102,96,92,80,80,92,90,95,Bioscience
2562,105,100,77,65,89,93,80,93,Bioscience
2563,99,99,76,80,78,92,88,94,Bioscience
2564,95,82,76,65,90,100,85,94,Bioscience
2565,95,96,93,73,71,100,90,95,Bioscience
2566,95,97,84,66,85,93,86,93,Bioscience
2567,102,94,81,66,82,92,89,96,Bioscience
2568,93,97,95,75,75,94,81,93,Bioscience
2569,91,97,85,76,74,87,81,85,Bioscience
2570,94,89,93,66,85,91,90,85,Bioscience
2571,88,80,95,80,83,88,85,100,Bioscience
2572,89,89,72,70,82,87,86,99,Bioscience
2573,89,84,79,70,71,86,81,94,Bioscience
2574,101,82,89,69,82,94,82,87,Bioscience
2575,101,82,91,72,90,85,89,97,Bioscience
2576,100,94,73,67,70,95,83,87,Bioscience
2577,96,90,78,71,79,91,86,91,Bioscience
2578,100,91,84,68,80,90,83,90,Bioscience
2579,90,95,90,65,88,97,82,85,Bioscience
2580,104,91,72,70,75,93,81,97,Bioscience
2581,97,93,85,75,79,96,90,93,Bioscience
2582,104,81,77,77,85,96,90,90,Bioscience
2583,90,97,75,70,71,85,81,93,Bioscience
2584,96,89,83,70,86,88,83,85,Bioscience
2585,100,83,80,77,87,94,86,91,Bioscience
2586,96,97,86,75,85,100,84,93,Bioscience
2587,96,95,78,78,83,87,87,90,Bioscience
2588,90,81,91,79,85,86,82,98,Bioscience
2589,94,84,72,78,86,100,80,88,Bioscience
2590,92,80,92,79,88,100,83,87,Bioscience
2591,93,85,70,71,78,87,86,93,Bioscience
2592,100,82,89,71,79,91,81,99,Bioscience
2593,99,94,79,70,83,95,88,91,Bioscience
2594,98,90,79,68,74,88,80,85,Bioscience
2595,94,100,70,76,87,90,80,100,Bioscience
2596,105,95,88,76,86,91,85,92,Bioscience
2597,89,92,74,77,83,95,85,87,Bioscience
2598,94,90,87,67,76,89,83,94,Bioscience
2599,90,81,88,72,77,91,82,90,Bioscience
2600,94,81,91,68,79,89,80,100,Bioscience
2601,105,92,88,79,83,97,87,89,Bioscience
2602,94,80,77,69,86,87,84,93,Bioscience
2603,104,80,89,67,84,88,81,93,Bioscience
2604,96,84,91,74,89,88,84,88,Bioscience
2605,100,98,78,79,90,99,90,92,Bioscience
2606,96,89,73,79,84,100,82,86,Bioscience
2607,92,94,93,66,77,93,89,95,Bioscience
2608,101,88,73,70,82,87,82,97,Bioscience
2609,105,83,85,67,78,97,82,100,Bioscience
2610,92,87,76,69,83,92,82,90,Bioscience
2611,102,81,73,73,87,98,83,89,Bioscience
2612,92,96,90,69,77,90,81,93,Bioscience
2613,100,83,73,66,80,100,86,96,Bioscience
2614,102,87,87,73,70,97,83,100,Bioscience
2615,96,100,88,65,85,88,87,85,Bioscience
2616,101,92,71,68,80,96,85,88,Bioscience
2617,92,89,74,65,79,89,84,89,Bioscience
2618,89,91,90,66,81,90,85,89,Bioscience
2619,89,96,83,71,74,89,81,92,Bioscience
2620,96,85,73,78,82,95,87,98,Bioscience
2621,104,93,95,77,85,89,81,85,Bioscience
2622,90,98,76,66,77,95,87,98,Bioscience
2623,96,92,70,65,72,94,90,94,Bioscience
2624,100,89,94,70,78,97,88,94,Bioscience
2625,91,83,70,75,74,100,85,95,Bioscience
2626,100,85,84,76,77,85,83,86,Bioscience
2627,93,99,95,78,83,100,89,96,Bioscience
2628,102,91,85,70,72,86,82,88,Bioscience
2629,98,86,85,67,85,93,85,93,Bioscience
2630,97,88,80,65,74,90,88,95,Bioscience
2631,91,92,73,67,88,95,90,94,Bioscience
2632,96,91,84,66,85,96,90,90,Bioscience
2633,103,94,93,78,75,98,80,91,Bioscience
2634,88,85,72,69,81,91,89,92,Bioscience
2635,101,93,92,78,72,99,81,85,Bioscience
2636,96,89,80,73,72,90,86,96,Bioscience
2637,100,99,83,73,90,88,90,86,Bioscience
2638,99,83,74,72,86,91,87,92,Bioscience
2639,95,83,86,78,73,93,90,95,Bioscience
2640,93,89,74,65,75,95,83,86,Bioscience
2641,99,90,77,66,74,98,83,100,Bioscience
2642,90,94,88,71,78,88,83,91,Bioscience
2643,98,88,71,71,76,89,83,85,Bioscience
2644,89,99,81,73,76,100,87,95,Bioscience
2645,99,89,85,76,81,92,84,93,Bioscience
2646,99,82,73,74,73,88,88,95,Bioscience
2647,89,82,77,69,88,100,84,97,Bioscience
2648,101,100,78,70,85,92,83,92,Bioscience
2649,95,82,87,77,85,100,82,98,Bioscience
2650,102,99,95,68,73,99,86,90,Bioscience
2651,88,85,91,73,84,99,89,93,Bioscience
2652,91,81,74,73,87,94,89,87,Bioscience
2653,96,86,70,77,73,97,82,94,Bioscience
2654,91,92,71,76,85,100,85,89,Bioscience
2655,93,88,85,72,77,89,87,96,Bioscience
2656,99,96,74,69,86,85,86,97,Bioscience
2657,90,92,76,70,80,90,80,98,Bioscience
2658,100,88,92,71,86,95,86,99,Bioscience
2659,89,93,92,68,73,93,80,86,Bioscience
2660,91,100,91,75,78,86,81,87,Bioscience
2661,98,88,76,68,75,93,87,99,Bioscience
2662,102,83,86,75,75,87,81,91,Bioscience
2663,91,88,85,77,76,93,83,85,Bioscience
2664,93,97,74,80,78,94,86,89,Bioscience
2665,104,84,84,66,72,95,87,98,Bioscience
2666,105,99,83,77,84,91,84,90,Bioscience
2667,98,92,80,66,81,91,81,86,Bioscience
2668,96,92,89,70,87,95,88,96,Bioscience
2669,94,86,87,67,84,96,90,88,Bioscience
2670,99,99,83,67,73,97,89,90,Bioscience
2671,98,80,88,67,71,90,88,85,Bioscience
2672,93,86,89,65,78,91,84,94,Bioscience
2673,88,88,84,78,80,90,89,92,Bioscience
2674,90,90,76,65,75,93,85,98,Bioscience
2675,105,89,89,71,86,87,81,90,Bioscience
2676,95,83,88,76,82,91,89,88,Bioscience
2677,96,84,95,80,85,88,83,87,Bioscience
2678,96,82,73,78,72,93,90,88,Bioscience
2679,102,92,80,67,87,98,84,92,Bioscience
2680,89,87,94,80,74,100,89,86,Bioscience
2681,89,91,83,75,79,92,85,91,Bioscience
2682,92,92,94,67,79,85,85,98,Bioscience
2683,96,94,70,72,87,88,83,97,Bioscience
2684,100,91,70,79,75,86,89,95,Bioscience
2685,96,93,90,71,75,97,80,99,Bioscience
2686,95,92,79,67,77,100,85,97,Bioscience
2687,104,93,83,79,77,93,84,95,Bioscience
2688,90,92,81,80,73,87,85,98,Bioscience
2689,98,86,80,80,73,85,82,86,Bioscience
2690,97,85,94,80,74,100,87,98,Bioscience
2691,96,96,72,78,79,90,84,89,Bioscience
2692,102,87,90,72,77,86,82,96,Bioscience
2693,92,91,93,68,78,87,82,99,Bioscience
2694,105,84,87,74,85,89,87,92,Bioscience
2695,93,89,80,68,75,95,82,86,Bioscience
2696,97,91,74,72,89,99,83,90,Bioscience
2697,97,93,87,75,85,89,86,91,Bioscience
2698,103,91,82,80,73,95,83,99,Bioscience
2699,95,87,73,69,76,86,84,100,Bioscience
2700,93,100,79,69,73,85,82,94,Bioscience
2701,88,90,95,76,75,85,83,100,Bioscience
2702,94,96,76,65,77,99,87,91,Bioscience
2703,102,95,74,74,72,94,85,91,Bioscience
2704,88,91,87,76,70,97,90,98,Bioscience
2705,104,98,75,73,79,85,88,95,Bioscience
2706,97,82,93,71,84,85,80,93,Bioscience
2707,90,99,92,78,76,98,84,92,Bioscience
2708,93,97,95,70,88,86,83,96,Bioscience
2709,97,90,93,76,77,87,86,97,Bioscience
2710,93,95,76,72,88,93,82,92,Bioscience
2711,89,90,75,65,74,94,90,85,Bioscience
2712,99,85,78,73,81,88,83,86,Bioscience
2713,100,96,82,65,86,92,85,87,Bioscience
2714,90,85,92,79,71,95,81,92,Bioscience
2715,93,86,89,74,89,92,90,94,Bioscience
2716,92,90,86,70,77,91,90,97,Bioscience
2717,99,97,92,72,80,86,88,88,Bioscience
2718,101,88,86,74,83,92,83,97,Bioscience
2719,101,90,79,69,83,97,80,95,Bioscience
2720,104,80,80,69,70,95,87,85,Bioscience
2721,101,82,83,71,88,99,84,90,Bioscience
2722,93,81,72,69,83,87,90,89,Bioscience
2723,89,81,89,77,90,85,87,99,Bioscience
2724,99,98,86,66,79,93,85,99,Bioscience
2725,104,97,89,78,82,87,90,98,Bioscience
2726,105,97,83,70,79,94,88,93,Bioscience
2727,92,81,90,73,88,99,85,92,Bioscience
2728,92,81,94,67,87,90,80,89,Bioscience
2729,88,85,84,71,89,93,81,97,Bioscience
2730,90,91,81,77,80,95,84,86,Bioscience
2731,97,87,72,69,86,87,86,89,Bioscience
2732,97,90,90,67,77,99,80,87,Bioscience
2733,94,83,93,73,79,88,81,92,Bioscience
2734,93,95,88,67,85,97,87,89,Bioscience
2735,102,86,92,70,71,95,88,88,Bioscience
2736,96,81,92,72,84,87,80,91,Bioscience
2737,102,95,90,74,70,96,85,98,Bioscience
2738,105,98,83,75,82,88,80,93,Bioscience
2739,93,80,72,75,80,94,87,98,Bioscience
2740,91,89,70,78,79,100,89,99,Bioscience
2741,105,97,75,66,80,100,89,99,Bioscience
2742,99,94,81,70,80,98,86,90,Bioscience
2743,93,97,89,65,78,92,86,99,Bioscience
2744,99,88,81,65,79,93,90,99,Bioscience
2745,97,87,70,68,81,89,86,100,Bioscience
2746,104,94,75,74,86,99,84,90,Bioscience
2747,92,83,95,79,81,92,88,88,Bioscience
2748,105,85,95,77,83,97,86,94,Bioscience
2749,104,92,79,75,87,90,89,99,Bioscience
2750,91,94,90,77,90,96,85,99,Bioscience
2751,90,82,88,67,72,88,89,94,Bioscience
2752,97,90,94,78,84,96,80,87,Bioscience
2753,88,87,93,79,74,85,80,91,Bioscience
2754,93,90,86,66,74,86,81,96,Bioscience
2755,95,100,80,72,86,90,86,93,Bioscience
2756,105,81,86,78,71,92,87,90,Bioscience
2757,105,100,78,72,87,96,82,90,Bioscience
2758,90,89,79,78,86,90,81,85,Bioscience
2759,104,96,85,79,90,85,89,89,Bioscience
2760,89,88,84,72,84,90,88,95,Bioscience
2761,101,86,85,65,88,92,87,88,Bioscience
2762,103,96,80,70,72,93,85,100,Bioscience
2763,104,94,80,68,88,95,84,86,Bioscience
2764,92,83,70,72,73,88,80,94,Bioscience
2765,104,94,85,74,76,94,82,92,Bioscience
2766,90,95,84,72,72,95,89,98,Bioscience
2767,97,88,94,68,78,97,83,99,Bioscience
2768,96,99,83,69,85,93,87,93,Bioscience
2769,93,93,82,75,75,97,87,95,Bioscience
2770,88,87,71,65,87,88,83,96,Bioscience
2771,101,80,75,68,82,96,82,93,Bioscience
2772,94,94,78,79,83,85,87,87,Bioscience
2773,99,84,79,66,89,86,81,91,Bioscience
2774,95,95,79,71,79,98,85,88,Bioscience
2775,94,91,80,68,77,92,89,92,Bioscience
2776,103,89,89,66,90,94,87,94,Bioscience
2777,89,83,73,71,81,94,88,88,Bioscience
2778,101,94,78,73,82,96,80,88,Bioscience
2779,101,83,74,67,76,88,82,98,Bioscience
2780,94,88,78,66,74,87,83,91,Bioscience
2781,92,97,87,67,73,85,83,88,Bioscience
2782,88,99,71,75,74,98,82,96,Bioscience
2783,104,100,78,78,74,88,90,96,Bioscience
2784,105,100,70,67,85,94,81,98,Bioscience
2785,92,91,94,70,71,92,87,97,Bioscience
2786,88,84,88,70,83,87,86,100,Bioscience
2787,90,97,76,70,89,91,86,94,Bioscience
2788,89,96,75,68,86,86,82,89,Bioscience
2789,102,100,72,65,78,87,83,98,Bioscience
2790,104,93,82,73,71,87,86,89,Bioscience
2791,90,82,89,70,87,98,83,89,Bioscience
2792,101,90,85,70,70,94,87,98,Bioscience
2793,91,89,92,69,84,99,80,99,Bioscience
2794,94,97,78,79,84,91,80,90,Bioscience
2795,98,88,77,74,74,88,88,96,Bioscience
2796,100,86,82,71,85,94,86,99,Bioscience
2797,103,81,75,68,73,99,80,97,Bioscience
2798,88,97,95,77,74,93,89,85,Bioscience
2799,91,95,74,79,87,85,80,95,Bioscience
2800,93,80,82,65,90,89,90,87,Bioscience
2801,93,89,83,79,75,99,88,98,Bioscience
2802,105,90,71,76,89,93,90,86,Bioscience
2803,101,89,82,66,89,100,90,100,Bioscience
2804,93,99,81,77,86,93,83,87,Bioscience
2805,105,83,76,66,72,85,88,91,Bioscience
2806,96,86,73,65,76,98,82,88,Bioscience
2807,97,83,71,66,84,97,85,98,Bioscience
2808,95,85,70,72,90,96,82,91,Bioscience
2809,90,99,82,74,87,100,85,96,Bioscience
2810,104,99,72,71,78,88,89,86,Bioscience
2811,88,80,94,66,74,99,84,92,Bioscience
2812,91,93,76,68,90,88,81,99,Bioscience
2813,92,84,86,78,75,100,83,99,Bioscience
2814,93,84,87,80,77,88,88,88,Bioscience
2815,90,86,82,77,90,93,85,91,Bioscience
2816,88,84,92,66,81,97,86,91,Bioscience
2817,100,90,72,78,75,86,84,94,Bioscience
2818,105,100,76,76,70,86,83,93,Bioscience
2819,90,92,76,73,79,98,86,86,Bioscience
2820,93,95,73,67,90,85,86,97,Bioscience
2821,97,90,77,80,79,94,89,88,Bioscience
2822,104,80,78,72,84,100,86,90,Bioscience
2823,100,81,89,65,75,94,90,98,Bioscience
2824,101,85,77,68,86,92,89,96,Bioscience
2825,98,85,92,71,86,91,80,91,Bioscience
2826,95,97,90,65,82,95,84,99,Bioscience
2827,91,97,93,70,86,94,84,91,Bioscience
2828,103,97,72,72,82,93,80,94,Bioscience
2829,102,93,95,80,77,87,81,88,Bioscience
2830,88,91,85,66,85,95,88,87,Bioscience
2831,100,93,95,74,87,96,83,92,Bioscience
2832,89,88,79,79,87,96,81,94,Bioscience
2833,101,94,94,77,74,86,83,97,Bioscience
2834,102,96,85,79,84,96,83,91,Bioscience
2835,90,96,71,67,70,96,81,99,Bioscience
2836,95,92,80,77,82,87,81,94,Bioscience
2837,90,81,73,80,81,98,88,86,Bioscience
2838,98,95,94,70,77,93,89,96,Bioscience
2839,104,87,77,72,90,92,85,94,Bioscience
2840,89,95,75,73,88,96,86,91,Bioscience
2841,95,91,84,72,70,93,90,92,Bioscience
2842,105,98,81,69,74,93,89,89,Bioscience
2843,93,87,72,80,74,89,80,94,Bioscience
2844,90,99,91,80,88,99,90,94,Bioscience
2845,96,97,91,71,80,100,80,92,Bioscience
2846,97,86,89,77,85,87,80,89,Bioscience
2847,99,90,86,71,87,96,84,91,Bioscience
2848,93,91,80,77,86,85,88,92,Bioscience
2849,105,96,84,74,71,90,80,92,Bioscience
2850,97,94,83,72,72,100,83,89,Bioscience
2851,93,97,74,67,78,87,82,94,Bioscience
2852,105,87,72,75,77,91,84,88,Bioscience
2853,104,90,76,70,85,88,90,93,Bioscience
2854,96,89,81,68,73,96,83,86,Bioscience
2855,88,99,74,68,77,92,82,92,Bioscience
2856,98,86,72,80,74,94,81,97,Bioscience
2857,97,92,92,66,73,100,82,98,Bioscience
2858,90,82,79,77,73,93,81,96,Bioscience
2859,99,97,85,78,74,96,86,96,Bioscience
2860,103,88,83,65,81,86,84,86,Bioscience
2861,89,87,89,74,78,88,85,90,Bioscience
2862,101,92,89,74,79,100,89,95,Bioscience
2863,90,90,77,70,80,98,86,97,Bioscience
2864,101,97,92,75,85,95,81,94,Bioscience
2865,95,91,79,71,88,91,84,98,Bioscience
2866,88,90,91,72,81,88,83,89,Bioscience
2867,105,82,80,71,83,98,89,87,Bioscience
2868,90,80,72,77,85,97,83,86,Bioscience
2869,98,88,89,75,84,88,81,94,Bioscience
2870,91,100,70,71,72,94,88,95,Bioscience
2871,104,99,90,79,90,94,84,89,Bioscience
2872,101,93,71,77,73,92,81,97,Bioscience
2873,102,93,75,79,78,99,87,96,Bioscience
2874,95,88,85,76,83,86,82,90,Bioscience
2875,96,83,94,71,78,89,89,88,Bioscience
2876,99,80,80,77,75,86,89,96,Bioscience
2877,102,87,73,70,89,96,84,95,Bioscience
2878,103,86,76,69,71,95,86,87,Bioscience
2879,88,84,93,72,75,100,86,89,Bioscience
2880,99,85,88,80,90,93,87,92,Bioscience
2881,89,80,72,74,85,87,80,93,Bioscience
2882,93,92,80,71,71,92,83,87,Bioscience
2883,102,99,76,72,85,86,81,100,Bioscience
2884,92,94,74,69,90,95,87,91,Bioscience
2885,102,89,92,75,72,95,80,91,Bioscience
2886,96,88,86,70,78,98,85,85,Bioscience
2887,92,86,74,73,79,90,88,99,Bioscience
2888,94,82,86,70,72,89,90,88,Bioscience
2889,97,92,80,70,74,86,83,100,Bioscience
2890,101,91,71,80,73,91,80,92,Bioscience
2891,98,80,81,70,73,92,87,98,Bioscience
2892,104,88,74,66,78,97,80,87,Bioscience
2893,103,85,76,71,79,97,80,87,Bioscience
2894,101,83,92,73,74,87,90,97,Bioscience
2895,98,94,88,66,76,89,89,98,Bioscience
2896,93,91,73,69,74,93,87,93,Bioscience
2897,95,93,92,67,86,90,89,85,Bioscience
2898,90,94,84,73,74,85,80,100,Bioscience
2899,94,100,92,76,89,98,80,91,Bioscience
2900,104,96,89,80,81,96,83,99,Bioscience
2901,95,93,78,71,86,93,80,98,Bioscience
2902,90,98,83,78,83,90,89,98,Bioscience
2903,99,90,83,68,75,98,80,96,Bioscience
2904,105,100,88,77,82,85,85,95,Bioscience
2905,103,95,76,74,75,92,89,93,Bioscience
2906,92,93,78,77,72,97,88,85,Bioscience
2907,96,98,76,77,75,100,82,91,Bioscience
2908,97,90,77,73,75,89,85,96,Bioscience
2909,92,95,74,69,72,95,86,97,Bioscience
2910,92,85,70,73,70,88,88,93,Bioscience
2911,92,100,94,78,89,86,84,96,Bioscience
2912,105,93,71,80,80,90,83,85,Bioscience
2913,101,96,93,79,78,99,88,92,Bioscience
2914,103,89,70,67,89,96,89,93,Bioscience
2915,102,98,90,74,74,92,85,99,Bioscience
2916,105,81,78,66,78,89,80,89,Bioscience
2917,89,82,83,75,87,87,85,88,Bioscience
2918,103,90,77,80,83,89,89,90,Bioscience
2919,89,95,82,65,78,87,90,87,Bioscience
2920,96,96,81,75,75,87,84,93,Bioscience
2921,98,89,83,80,70,96,81,95,Bioscience
2922,94,93,80,78,71,87,86,97,Bioscience
2923,90,91,83,71,73,85,89,100,Bioscience
2924,91,100,91,66,86,93,90,86,Bioscience
2925,102,93,81,79,83,89,80,88,Bioscience
2926,93,88,79,79,79,92,83,89,Bioscience
2927,93,100,73,74,86,87,85,88,Bioscience
2928,104,82,79,80,73,88,81,98,Bioscience
2929,90,100,73,65,74,92,89,87,Bioscience
2930,104,83,74,74,78,96,81,85,Bioscience
2931,104,86,94,65,89,91,87,98,Bioscience
2932,98,97,72,79,82,93,90,100,Bioscience
2933,90,95,82,75,87,93,87,88,Bioscience
2934,90,100,91,79,75,89,88,90,Bioscience
2935,93,95,94,74,87,89,82,93,Bioscience
2936,98,93,73,66,71,91,89,93,Bioscience
2937,90,87,74,65,74,85,84,100,Bioscience
2938,96,80,79,70,80,95,80,91,Bioscience
2939,90,82,84,76,71,94,84,85,Bioscience
2940,97,86,94,67,88,89,83,91,Bioscience
2941,88,80,75,78,88,90,85,93,Bioscience
2942,100,90,74,68,81,90,82,93,Bioscience
2943,88,96,76,72,76,95,85,93,Bioscience
2944,91,100,92,68,72,97,84,99,Bioscience
2945,91,90,70,72,82,86,83,97,Bioscience
2946,102,98,79,72,81,91,87,89,Bioscience
2947,88,100,73,65,85,85,83,90,Bioscience
2948,95,98,74,74,82,92,88,95,Bioscience
2949,98,89,93,77,72,88,82,91,Bioscience
2950,97,86,70,79,72,90,89,91,Bioscience
2951,100,100,78,70,86,92,84,87,Bioscience
2952,102,85,93,79,73,90,80,89,Bioscience
2953,95,88,85,79,89,91,81,96,Bioscience
2954,102,81,71,80,72,97,88,98,Bioscience
2955,93,96,82,70,85,97,89,97,Bioscience
2956,105,93,95,78,90,85,82,89,Bioscience
2957,97,81,80,74,79,91,86,87,Bioscience
2958,101,84,83,65,71,98,86,87,Bioscience
2959,103,91,83,69,88,93,81,91,Bioscience
2960,102,91,87,75,73,88,84,93,Bioscience
2961,103,96,74,67,81,94,87,99,Bioscience
2962,97,85,91,71,90,87,90,99,Bioscience
2963,88,99,95,77,85,85,89,85,Bioscience
2964,96,89,73,67,70,95,81,96,Bioscience
2965,91,97,91,72,87,93,82,89,Bioscience
2966,104,85,91,68,73,97,84,88,Bioscience
2967,92,80,89,73,85,90,81,93,Bioscience
2968,92,81,79,68,83,98,86,85,Bioscience
2969,92,87,82,80,76,91,80,90,Bioscience
2970,99,100,91,66,78,96,81,93,Bioscience
2971,98,81,73,80,72,86,80,89,Bioscience
2972,105,87,91,77,90,86,83,94,Bioscience
2973,95,82,93,78,75,97,88,92,Bioscience
2974,93,99,87,78,76,98,81,97,Bioscience
2975,88,94,78,68,80,100,90,87,Bioscience
2976,88,96,84,79,84,90,82,85,Bioscience
2977,94,94,71,74,80,85,80,93,Bioscience
2978,104,93,94,80,80,100,83,89,Bioscience
2979,97,96,78,79,82,94,88,96,Bioscience
2980,104,80,71,74,88,88,81,86,Bioscience
2981,89,98,90,70,78,97,80,94,Bioscience
2982,89,95,87,66,87,99,89,100,Bioscience
2983,103,95,86,66,86,89,86,86,Bioscience
2984,89,88,71,71,90,97,83,89,Bioscience
2985,88,96,89,77,89,97,88,98,Bioscience
2986,95,88,86,73,86,93,89,93,Bioscience
2987,104,81,90,72,75,95,83,87,Bioscience
2988,100,99,91,68,86,89,86,88,Bioscience
2989,89,84,75,74,85,99,80,97,Bioscience
2990,103,82,75,75,76,100,83,98,Bioscience
2991,103,93,94,80,84,100,86,90,Bioscience
2992,102,84,83,76,75,96,82,92,Bioscience
2993,104,98,81,74,80,85,90,97,Bioscience
2994,92,89,77,79,86,90,90,87,Bioscience
2995,105,80,86,71,73,92,82,88,Bioscience
2996,93,99,89,79,77,100,84,97,Bioscience
2997,102,90,70,70,86,93,82,87,Bioscience
2998,98,85,84,67,79,93,85,97,Bioscience
2999,102,94,95,71,90,87,81,92,Bioscience
3000,99,91,77,67,70,97,84,100,Bioscience
3001,99,80,77,66,85,90,86,85,Bioscience
3002,99,95,92,79,87,86,86,100,Bioscience
3003,102,88,71,77,89,100,86,88,Bioscience
3004,101,94,80,68,73,88,82,85,Bioscience
3005,90,98,81,78,90,85,88,96,Bioscience
3006,102,92,90,66,78,86,87,93,Bioscience
3007,97,94,73,69,77,92,88,98,Bioscience
3008,93,85,81,76,77,86,85,86,Bioscience
3009,97,84,73,69,83,98,89,86,Bioscience
3010,105,88,90,76,83,93,84,94,Bioscience
3011,103,97,86,78,79,90,88,99,Bioscience
3012,103,91,82,66,71,85,82,91,Bioscience
3013,96,87,80,65,90,92,82,97,Bioscience
3014,102,96,73,80,74,87,85,99,Bioscience
3015,94,97,93,73,71,100,86,98,Bioscience
3016,100,98,86,73,82,89,88,93,Bioscience
3017,99,86,78,72,78,92,83,96,Bioscience
