Serial,IQ,English,Math,Physics,Chemistry,Biology,CS,STREAM
2426,103,88,0,90,89,93,0,VETERNARY
2427,98,94,0,82,89,95,0,VETERNARY
2428,102,92,0,89,88,95,0,VETERNARY
2429,98,91,0,85,92,94,0,VETERNARY
2430,95,91,75,88,90,95,0,VETERNARY
2431,95,88,77,84,94,94,0,VETERNARY
2432,100,94,0,83,89,90,0,VETERNARY
2433,95,92,0,83,93,88,0,VETERNARY
2434,97,94,76,88,95,93,0,VETERNARY
2435,103,88,0,87,92,95,0,VETERNARY
2436,104,94,0,84,90,91,0,VETERNARY
2437,97,90,75,90,95,91,0,VETERNARY
2438,99,93,77,87,92,95,0,VETERNARY
2439,102,95,0,89,93,91,0,VETERNARY
2440,95,89,75,87,92,93,0,VETERNARY
2441,95,92,0,83,95,89,0,VETERNARY
2442,98,90,0,83,93,88,0,VETERNARY
2443,101,88,78,83,94,89,0,VETERNARY
2444,103,88,75,84,90,88,0,VETERNARY
2445,103,92,81,87,92,89,0,VETERNARY
2446,98,90,0,90,94,90,0,VETERNARY
2447,97,90,75,87,92,92,0,VETERNARY
2448,97,88,0,83,88,88,0,VETERNARY
2449,97,92,79,89,92,90,0,VETERNARY
2450,98,88,82,86,93,90,0,VETERNARY
2451,99,89,77,89,92,94,0,VETERNARY
2452,97,95,0,85,93,89,0,VETERNARY
2453,101,91,0,82,90,88,0,VETERNARY
2454,95,89,76,90,93,93,0,VETERNARY
2455,101,93,81,85,90,92,0,VETERNARY
2456,98,91,77,90,89,94,0,VETERNARY
2457,99,91,78,90,89,89,0,VETERNARY
2458,99,92,0,85,93,90,0,VETERNARY
2459,104,92,80,82,93,95,0,VETERNARY
2460,99,93,0,87,92,95,0,VETERNARY
2461,99,93,0,87,94,93,0,VETERNARY
2462,99,90,78,89,93,92,0,VETERNARY
2463,102,94,79,90,89,94,0,VETERNARY
2464,96,91,80,84,93,95,0,VETERNARY
2465,103,94,0,85,90,89,0,VETERNARY
2466,104,89,0,86,90,95,0,VETERNARY
2467,99,88,0,89,93,91,0,VETERNARY
2468,98,89,0,84,89,90,0,VETERNARY
2469,96,88,75,90,95,91,0,VETERNARY
2470,104,95,75,83,89,88,0,VETERNARY
2471,97,94,77,85,92,93,0,VETERNARY
2472,100,89,80,90,94,94,0,VETERNARY
2473,100,94,0,84,89,95,0,VETERNARY
2474,96,92,0,87,92,91,0,VETERNARY
2475,103,94,0,88,91,88,0,VETERNARY
2476,101,91,78,86,91,88,0,VETERNARY
2477,101,90,0,83,93,93,0,VETERNARY
2478,100,95,80,82,95,90,0,VETERNARY
2479,104,93,79,82,91,93,0,VETERNARY
2480,103,94,79,82,94,89,0,VETERNARY
2481,104,92,80,83,90,95,0,VETERNARY
2482,101,91,0,87,88,94,0,VETERNARY
2483,95,95,0,82,90,93,0,VETERNARY
2484,103,92,0,85,94,94,0,VETERNARY
2485,101,90,78,85,94,90,0,VETERNARY
2486,97,88,0,88,93,90,0,VETERNARY
2487,101,95,80,84,88,94,0,VETERNARY
2488,95,89,75,90,93,92,0,VETERNARY
2489,97,92,0,88,88,94,0,VETERNARY
2490,95,89,77,88,95,91,0,VETERNARY
2491,96,88,0,86,94,94,0,VETERNARY
2492,101,90,0,87,93,95,0,VETERNARY
2493,96,91,0,82,94,90,0,VETERNARY
2494,97,95,80,89,88,89,0,VETERNARY
2495,97,91,81,89,91,93,0,VETERNARY
2496,103,88,78,89,88,95,0,VETERNARY
2497,95,95,80,88,90,91,0,VETERNARY
2498,102,89,0,84,91,90,0,VETERNARY
2499,103,88,81,86,89,90,0,VETERNARY
2500,104,88,81,90,91,90,0,VETERNARY
2501,97,92,81,89,92,94,0,VETERNARY
2502,102,88,75,90,95,90,0,VETERNARY
2503,101,89,81,85,90,88,0,VETERNARY
2504,96,89,81,88,95,88,0,VETERNARY
2505,101,91,77,86,91,91,0,VETERNARY
2506,102,95,0,85,90,93,0,VETERNARY
2507,103,89,80,89,90,92,0,VETERNARY
2508,96,92,79,89,92,95,0,VETERNARY
2509,104,92,80,83,89,94,0,VETERNARY
2510,102,88,75,84,90,92,0,VETERNARY
2511,97,93,0,89,90,95,0,VETERNARY
2512,99,93,75,84,93,89,0,VETERNARY
2513,103,91,76,89,94,95,0,VETERNARY
2514,95,93,76,86,91,88,0,VETERNARY
2515,103,94,75,90,95,92,0,VETERNARY
2516,102,93,0,86,94,95,0,VETERNARY
2517,100,88,80,89,93,91,0,VETERNARY
2518,98,92,82,89,93,88,0,VETERNARY
2519,100,95,0,82,95,89,0,VETERNARY
2520,103,89,0,89,92,91,0,VETERNARY
2521,95,93,76,84,92,92,0,VETERNARY
2522,104,95,82,84,91,94,0,VETERNARY
2523,103,94,0,86,91,89,0,VETERNARY
2524,103,93,82,83,93,91,0,VETERNARY
2525,102,90,76,90,91,95,0,VETERNARY
2526,102,89,77,85,93,94,0,VETERNARY
2527,103,94,0,82,88,88,0,VETERNARY
2528,95,94,75,85,90,93,0,VETERNARY
2529,101,93,0,89,90,93,0,VETERNARY
2530,97,88,0,90,92,95,0,VETERNARY
2531,98,95,81,88,89,93,0,VETERNARY
2532,102,88,81,84,90,88,0,VETERNARY
2533,98,90,81,89,88,94,0,VETERNARY
2534,104,88,0,90,89,90,0,VETERNARY
2535,101,95,0,83,94,89,0,VETERNARY
2536,101,93,0,85,92,89,0,VETERNARY
2537,102,91,0,82,95,93,0,VETERNARY
2538,104,92,0,82,89,92,0,VETERNARY
2539,103,92,0,89,90,89,0,VETERNARY
2540,95,88,0,90,92,95,0,VETERNARY
2541,98,95,81,85,93,91,0,VETERNARY
2542,101,93,0,89,93,92,0,VETERNARY
2543,100,95,0,87,90,91,0,VETERNARY
2544,95,93,77,82,95,89,0,VETERNARY
2545,100,88,79,88,91,92,0,VETERNARY
2546,101,89,78,89,91,91,0,VETERNARY
2547,102,89,0,90,95,88,0,VETERNARY
2548,97,88,77,87,88,93,0,VETERNARY
2549,99,94,80,87,88,93,0,VETERNARY
2550,95,89,0,88,94,89,0,VETERNARY
2551,95,95,0,88,91,91,0,VETERNARY
2552,97,88,77,87,89,95,0,VETERNARY
2553,95,89,0,85,89,92,0,VETERNARY
2554,103,92,75,86,89,93,0,VETERNARY
2555,101,93,82,83,92,93,0,VETERNARY
2556,99,92,80,83,95,92,0,VETERNARY
2557,95,88,0,85,95,90,0,VETERNARY
2558,97,90,0,82,90,89,0,VETERNARY
2559,96,91,0,89,95,94,0,VETERNARY
2560,95,92,0,82,93,91,0,VETERNARY
2561,96,91,0,86,94,90,0,VETERNARY
2562,98,91,76,88,95,89,0,VETERNARY
2563,101,89,0,82,91,95,0,VETERNARY
2564,100,95,76,84,90,88,0,VETERNARY
2565,100,89,79,85,92,94,0,VETERNARY
2566,103,90,0,90,92,93,0,VETERNARY
2567,102,94,82,85,93,92,0,VETERNARY
2568,97,88,0,88,91,88,0,VETERNARY
2569,103,95,0,85,90,92,0,VETERNARY
2570,99,94,75,82,89,89,0,VETERNARY
2571,98,93,79,86,89,88,0,VETERNARY
2572,96,89,0,87,88,91,0,VETERNARY
2573,96,94,0,89,90,95,0,VETERNARY
2574,95,93,0,82,94,89,0,VETERNARY
2575,102,89,79,88,93,89,0,VETERNARY
2576,104,95,82,85,95,90,0,VETERNARY
2577,102,92,0,89,89,92,0,VETERNARY
2578,95,94,78,82,91,94,0,VETERNARY
2579,101,95,76,83,92,88,0,VETERNARY
2580,96,92,0,85,92,88,0,VETERNARY
2581,101,90,81,85,88,88,0,VETERNARY
2582,95,90,0,84,89,91,0,VETERNARY
2583,103,95,0,87,88,90,0,VETERNARY
2584,101,95,0,85,89,92,0,VETERNARY
2585,96,90,82,88,88,90,0,VETERNARY
2586,103,92,0,86,93,94,0,VETERNARY
2587,95,88,0,84,92,90,0,VETERNARY
2588,97,89,82,85,89,90,0,VETERNARY
2589,97,89,79,88,91,89,0,VETERNARY
2590,95,94,0,88,90,92,0,VETERNARY
2591,95,90,0,87,95,88,0,VETERNARY
2592,97,90,80,86,92,95,0,VETERNARY
2593,97,88,0,90,94,88,0,VETERNARY
2594,104,95,77,86,89,91,0,VETERNARY
2595,103,92,79,86,92,91,0,VETERNARY
2596,104,94,81,86,91,94,0,VETERNARY
2597,96,92,82,87,94,92,0,VETERNARY
2598,99,90,0,84,91,92,0,VETERNARY
2599,101,93,0,85,94,92,0,VETERNARY
2600,103,88,76,82,94,89,0,VETERNARY
2601,101,92,0,85,91,94,0,VETERNARY
2602,104,95,0,86,90,90,0,VETERNARY
2603,102,91,0,85,90,90,0,VETERNARY
2604,99,94,0,88,88,91,0,VETERNARY
2605,95,92,80,85,89,95,0,VETERNARY
2606,100,93,78,86,89,94,0,VETERNARY
2607,95,89,0,84,95,95,0,VETERNARY
2608,99,89,75,90,89,92,0,VETERNARY
2609,95,93,77,82,88,89,0,VETERNARY
2610,96,94,0,86,94,92,0,VETERNARY
2611,100,93,75,88,95,95,0,VETERNARY
2612,100,93,78,84,94,91,0,VETERNARY
2613,99,89,79,89,90,90,0,VETERNARY
2614,97,89,0,90,92,93,0,VETERNARY
2615,96,95,0,85,88,93,0,VETERNARY
2616,98,92,82,82,88,93,0,VETERNARY
2617,95,93,81,86,92,95,0,VETERNARY
2618,104,88,0,86,90,90,0,VETERNARY
2619,100,89,0,88,95,89,0,VETERNARY
2620,100,90,0,83,94,88,0,VETERNARY
2621,99,92,0,84,91,88,0,VETERNARY
2622,99,90,80,82,94,93,0,VETERNARY
2623,104,91,78,82,93,88,0,VETERNARY
2624,99,90,0,86,89,94,0,VETERNARY
2625,97,93,79,84,88,89,0,VETERNARY
2626,100,95,0,85,91,90,0,VETERNARY
2627,99,89,0,87,94,90,0,VETERNARY
2628,96,93,75,87,95,94,0,VETERNARY
2629,97,92,0,84,93,94,0,VETERNARY
2630,102,90,0,85,93,90,0,VETERNARY
2631,99,95,76,82,93,94,0,VETERNARY
2632,97,93,0,83,95,88,0,VETERNARY
2633,96,94,82,86,88,93,0,VETERNARY
2634,98,90,0,89,95,95,0,VETERNARY
2635,98,89,80,90,92,95,0,VETERNARY
2636,104,93,78,87,92,88,0,VETERNARY
2637,101,93,81,84,88,92,0,VETERNARY
2638,96,89,75,89,88,90,0,VETERNARY
2639,104,92,0,88,88,94,0,VETERNARY
2640,97,94,81,85,94,90,0,VETERNARY
2641,103,93,80,86,88,91,0,VETERNARY
2642,101,89,0,85,92,93,0,VETERNARY
2643,100,90,0,89,95,93,0,VETERNARY
2644,96,92,82,88,94,93,0,VETERNARY
2645,97,93,80,86,88,94,0,VETERNARY
2646,104,95,75,82,89,92,0,VETERNARY
2647,101,88,0,84,93,94,0,VETERNARY
2648,103,94,0,86,92,88,0,VETERNARY
2649,100,92,0,87,94,90,0,VETERNARY
2650,97,90,0,90,95,94,0,VETERNARY
2651,97,91,77,84,91,95,0,VETERNARY
2652,97,89,0,83,88,94,0,VETERNARY
2653,95,90,0,84,90,95,0,VETERNARY
2654,100,92,0,86,91,94,0,VETERNARY
2655,102,90,81,88,94,90,0,VETERNARY
2656,96,88,0,82,88,95,0,VETERNARY
2657,97,91,0,83,94,91,0,VETERNARY
2658,98,88,0,83,95,90,0,VETERNARY
2659,99,91,75,84,90,90,0,VETERNARY
2660,102,94,0,89,92,89,0,VETERNARY
2661,112,96,85,93,98,0,65,EE or ME or AUE or CIVIL
2662,103,92,97,85,92,70,0,EE or ME or AUE or CIVIL
2663,111,86,93,87,94,62,0,EE or ME or AUE or CIVIL
2664,113,93,88,90,95,0,60,EE or ME or AUE or CIVIL
2665,98,86,87,94,87,0,63,EE or ME or AUE or CIVIL
2666,102,94,88,89,95,74,0,EE or ME or AUE or CIVIL
2667,104,87,91,98,99,0,77,EE or ME or AUE or CIVIL
2668,105,96,87,89,98,0,66,EE or ME or AUE or CIVIL
2669,113,88,99,86,86,80,0,EE or ME or AUE or CIVIL
2670,102,89,96,100,90,79,0,EE or ME or AUE or CIVIL
2671,104,87,93,97,88,64,0,EE or ME or AUE or CIVIL
2672,110,96,90,99,85,0,76,EE or ME or AUE or CIVIL
2673,102,95,89,88,85,64,0,EE or ME or AUE or CIVIL
2674,112,85,89,100,85,75,0,EE or ME or AUE or CIVIL
2675,115,95,97,99,92,65,0,EE or ME or AUE or CIVIL
2676,108,96,85,90,86,0,71,EE or ME or AUE or CIVIL
2677,107,92,99,96,96,66,0,EE or ME or AUE or CIVIL
2678,109,90,100,93,99,74,0,EE or ME or AUE or CIVIL
2679,102,100,96,89,88,0,71,EE or ME or AUE or CIVIL
2680,115,94,85,87,88,0,66,EE or ME or AUE or CIVIL
2681,110,93,100,93,100,0,65,EE or ME or AUE or CIVIL
2682,102,90,88,94,91,0,66,EE or ME or AUE or CIVIL
2683,103,85,96,88,85,0,63,EE or ME or AUE or CIVIL
2684,111,96,93,95,93,0,63,EE or ME or AUE or CIVIL
2685,97,99,96,91,99,0,67,EE or ME or AUE or CIVIL
2686,115,90,90,87,85,77,0,EE or ME or AUE or CIVIL
2687,98,95,100,94,93,68,0,EE or ME or AUE or CIVIL
2688,102,90,89,93,94,73,0,EE or ME or AUE or CIVIL
2689,114,86,96,85,85,74,0,EE or ME or AUE or CIVIL
2690,95,100,96,90,100,0,63,EE or ME or AUE or CIVIL
2691,108,88,86,85,96,62,0,EE or ME or AUE or CIVIL
2692,102,93,89,92,98,78,0,EE or ME or AUE or CIVIL
2693,101,85,97,86,88,66,0,EE or ME or AUE or CIVIL
2694,101,93,87,91,98,70,0,EE or ME or AUE or CIVIL
2695,110,85,86,86,96,61,0,EE or ME or AUE or CIVIL
2696,105,99,89,100,97,60,0,EE or ME or AUE or CIVIL
2697,95,100,99,99,96,65,0,EE or ME or AUE or CIVIL
2698,114,85,86,91,92,0,76,EE or ME or AUE or CIVIL
2699,113,95,97,97,86,0,68,EE or ME or AUE or CIVIL
2700,110,94,95,93,94,0,63,EE or ME or AUE or CIVIL
2701,115,87,93,85,90,0,69,EE or ME or AUE or CIVIL
2702,114,90,86,93,91,62,0,EE or ME or AUE or CIVIL
2703,114,86,86,92,85,73,0,EE or ME or AUE or CIVIL
2704,104,87,92,96,99,78,0,EE or ME or AUE or CIVIL
2705,112,88,87,96,96,0,65,EE or ME or AUE or CIVIL
2706,103,85,96,85,88,64,0,EE or ME or AUE or CIVIL
2707,95,91,93,85,98,80,0,EE or ME or AUE or CIVIL
2708,96,100,100,93,98,0,65,EE or ME or AUE or CIVIL
2709,115,92,94,95,96,0,63,EE or ME or AUE or CIVIL
2710,113,88,93,87,91,0,77,EE or ME or AUE or CIVIL
2711,110,99,96,90,94,70,0,EE or ME or AUE or CIVIL
2712,115,100,98,93,94,0,74,EE or ME or AUE or CIVIL
2713,114,94,88,94,96,0,62,EE or ME or AUE or CIVIL
2714,115,92,95,93,85,0,79,EE or ME or AUE or CIVIL
2715,101,94,88,89,90,63,0,EE or ME or AUE or CIVIL
2716,97,89,89,95,91,64,0,EE or ME or AUE or CIVIL
2717,102,100,100,88,93,71,0,EE or ME or AUE or CIVIL
2718,110,93,88,96,92,0,70,EE or ME or AUE or CIVIL
2719,102,85,88,91,86,0,63,EE or ME or AUE or CIVIL
2720,115,100,100,86,97,0,67,EE or ME or AUE or CIVIL
2721,105,94,91,99,88,0,65,EE or ME or AUE or CIVIL
2722,102,97,99,90,99,0,77,EE or ME or AUE or CIVIL
2723,99,92,86,85,86,0,60,EE or ME or AUE or CIVIL
2724,111,99,91,93,96,0,64,EE or ME or AUE or CIVIL
2725,102,99,87,89,94,0,72,EE or ME or AUE or CIVIL
2726,109,85,92,99,86,74,0,EE or ME or AUE or CIVIL
2727,106,85,97,100,95,0,71,EE or ME or AUE or CIVIL
2728,105,96,92,96,97,60,0,EE or ME or AUE or CIVIL
2729,105,87,85,100,91,66,0,EE or ME or AUE or CIVIL
2730,110,89,95,87,94,0,64,EE or ME or AUE or CIVIL
2731,98,100,90,87,95,79,0,EE or ME or AUE or CIVIL
2732,115,98,89,87,86,0,77,EE or ME or AUE or CIVIL
2733,112,94,91,99,87,0,60,EE or ME or AUE or CIVIL
2734,96,95,97,100,98,0,61,EE or ME or AUE or CIVIL
2735,102,96,86,100,95,68,0,EE or ME or AUE or CIVIL
2736,97,100,86,92,100,0,62,EE or ME or AUE or CIVIL
2737,107,86,89,90,91,0,76,EE or ME or AUE or CIVIL
2738,105,94,100,89,97,79,0,EE or ME or AUE or CIVIL
2739,102,96,85,99,88,76,0,EE or ME or AUE or CIVIL
2740,103,98,92,100,96,0,68,EE or ME or AUE or CIVIL
2741,104,90,91,98,91,63,0,EE or ME or AUE or CIVIL
2742,110,93,93,89,87,0,69,EE or ME or AUE or CIVIL
2743,105,90,92,85,86,0,68,EE or ME or AUE or CIVIL
2744,115,91,91,91,89,62,0,EE or ME or AUE or CIVIL
2745,108,93,99,89,91,0,79,EE or ME or AUE or CIVIL
2746,99,95,93,92,97,0,77,EE or ME or AUE or CIVIL
2747,99,98,98,95,98,75,0,EE or ME or AUE or CIVIL
2748,102,89,96,93,97,68,0,EE or ME or AUE or CIVIL
2749,102,93,87,89,100,76,0,EE or ME or AUE or CIVIL
2750,104,89,91,98,86,66,0,EE or ME or AUE or CIVIL
2751,104,86,96,92,88,0,73,EE or ME or AUE or CIVIL
2752,109,88,89,98,97,0,80,EE or ME or AUE or CIVIL
2753,115,87,85,86,92,75,0,EE or ME or AUE or CIVIL
2754,96,92,90,99,88,0,77,EE or ME or AUE or CIVIL
2755,103,100,93,87,90,0,65,EE or ME or AUE or CIVIL
2756,107,85,91,94,92,0,65,EE or ME or AUE or CIVIL
2757,112,91,100,88,96,72,0,EE or ME or AUE or CIVIL
2758,95,87,89,86,86,77,0,EE or ME or AUE or CIVIL
2759,95,97,87,87,92,67,0,EE or ME or AUE or CIVIL
2760,109,98,89,91,85,61,0,EE or ME or AUE or CIVIL
2761,115,92,97,89,88,0,80,EE or ME or AUE or CIVIL
2762,110,98,85,99,97,0,79,EE or ME or AUE or CIVIL
2763,99,88,85,87,90,70,0,EE or ME or AUE or CIVIL
2764,100,91,90,93,86,73,0,EE or ME or AUE or CIVIL
2765,114,89,95,93,92,79,0,EE or ME or AUE or CIVIL
2766,108,100,94,88,94,0,62,EE or ME or AUE or CIVIL
2767,99,87,85,88,86,0,75,EE or ME or AUE or CIVIL
2768,109,91,94,95,99,0,71,EE or ME or AUE or CIVIL
2769,101,100,93,92,89,0,63,EE or ME or AUE or CIVIL
2770,106,94,100,94,100,75,0,EE or ME or AUE or CIVIL
2771,97,98,91,94,100,70,0,EE or ME or AUE or CIVIL
2772,113,94,95,94,98,78,0,EE or ME or AUE or CIVIL
2773,115,89,90,98,95,68,0,EE or ME or AUE or CIVIL
2774,114,96,90,94,94,0,73,EE or ME or AUE or CIVIL
2775,97,92,100,97,96,68,0,EE or ME or AUE or CIVIL
2776,115,97,99,88,94,0,62,EE or ME or AUE or CIVIL
2777,103,100,88,94,99,0,67,EE or ME or AUE or CIVIL
2778,95,85,93,85,98,0,72,EE or ME or AUE or CIVIL
2779,110,88,97,93,99,61,0,EE or ME or AUE or CIVIL
2780,101,96,95,95,91,0,79,EE or ME or AUE or CIVIL
2781,103,97,100,95,98,0,78,EE or ME or AUE or CIVIL
2782,103,88,86,92,92,67,0,EE or ME or AUE or CIVIL
2783,110,86,93,99,87,66,0,EE or ME or AUE or CIVIL
2784,100,87,88,99,88,0,65,EE or ME or AUE or CIVIL
2785,95,86,96,96,99,0,62,EE or ME or AUE or CIVIL
2786,115,88,96,93,96,0,77,EE or ME or AUE or CIVIL
2787,107,95,92,94,88,63,0,EE or ME or AUE or CIVIL
2788,95,85,93,91,86,0,68,EE or ME or AUE or CIVIL
2789,103,89,99,92,94,0,77,EE or ME or AUE or CIVIL
2790,111,98,90,97,96,80,0,EE or ME or AUE or CIVIL
2791,100,92,96,98,90,0,68,EE or ME or AUE or CIVIL
2792,108,96,97,87,95,63,0,EE or ME or AUE or CIVIL
2793,101,89,94,90,100,0,63,EE or ME or AUE or CIVIL
2794,101,98,98,99,85,0,77,EE or ME or AUE or CIVIL
2795,99,95,86,100,96,0,78,EE or ME or AUE or CIVIL
2796,99,89,89,89,95,75,0,EE or ME or AUE or CIVIL
2797,95,92,94,98,95,63,0,EE or ME or AUE or CIVIL
2798,112,91,96,87,91,68,0,EE or ME or AUE or CIVIL
2799,104,98,88,92,95,62,0,EE or ME or AUE or CIVIL
2800,111,88,89,97,88,0,73,EE or ME or AUE or CIVIL
2801,102,88,95,97,98,69,0,EE or ME or AUE or CIVIL
2802,109,94,89,98,99,63,0,EE or ME or AUE or CIVIL
2803,108,91,89,90,92,0,65,EE or ME or AUE or CIVIL
2804,115,97,99,95,100,0,61,EE or ME or AUE or CIVIL
2805,109,92,85,95,88,68,0,EE or ME or AUE or CIVIL
2806,113,89,100,88,91,0,72,EE or ME or AUE or CIVIL
2807,98,94,100,86,85,0,70,EE or ME or AUE or CIVIL
2808,100,86,85,90,87,60,0,EE or ME or AUE or CIVIL
2809,115,92,95,86,100,0,64,EE or ME or AUE or CIVIL
2810,97,98,91,98,99,0,76,EE or ME or AUE or CIVIL
2811,108,89,100,89,86,60,0,EE or ME or AUE or CIVIL
2812,104,95,97,99,89,0,73,EE or ME or AUE or CIVIL
2813,104,95,93,96,89,68,0,EE or ME or AUE or CIVIL
2814,99,85,89,99,87,62,0,EE or ME or AUE or CIVIL
2815,104,99,95,91,97,0,75,EE or ME or AUE or CIVIL
2816,101,86,93,87,97,70,0,EE or ME or AUE or CIVIL
2817,100,87,85,87,96,0,69,EE or ME or AUE or CIVIL
2818,102,96,100,89,96,0,80,EE or ME or AUE or CIVIL
2819,114,88,86,96,93,0,72,EE or ME or AUE or CIVIL
2820,112,94,98,89,95,78,0,EE or ME or AUE or CIVIL
2821,98,98,96,94,97,60,0,EE or ME or AUE or CIVIL
2822,98,96,100,95,100,0,79,EE or ME or AUE or CIVIL
2823,103,85,97,96,96,0,66,EE or ME or AUE or CIVIL
2824,98,96,92,95,89,65,0,EE or ME or AUE or CIVIL
2825,107,99,91,89,97,0,61,EE or ME or AUE or CIVIL
2826,102,91,87,96,94,0,66,EE or ME or AUE or CIVIL
2827,112,98,97,91,90,73,0,EE or ME or AUE or CIVIL
2828,96,93,91,90,87,0,72,EE or ME or AUE or CIVIL
2829,101,97,89,91,96,0,67,EE or ME or AUE or CIVIL
2830,109,96,97,91,96,0,78,EE or ME or AUE or CIVIL
2831,99,96,87,99,100,0,64,EE or ME or AUE or CIVIL
2832,109,87,100,94,86,77,0,EE or ME or AUE or CIVIL
2833,95,89,96,90,91,0,66,EE or ME or AUE or CIVIL
2834,104,99,89,96,96,0,66,EE or ME or AUE or CIVIL
2835,114,86,92,97,94,0,63,EE or ME or AUE or CIVIL
2836,109,94,99,87,87,70,0,EE or ME or AUE or CIVIL
2837,100,91,90,89,93,79,0,EE or ME or AUE or CIVIL
2838,114,85,93,96,89,77,0,EE or ME or AUE or CIVIL
2839,114,96,86,90,85,79,0,EE or ME or AUE or CIVIL
2840,103,88,88,88,86,79,0,EE or ME or AUE or CIVIL
2841,110,90,88,98,89,0,79,EE or ME or AUE or CIVIL
2842,111,96,97,99,97,79,0,EE or ME or AUE or CIVIL
2843,112,87,95,89,95,69,0,EE or ME or AUE or CIVIL
2844,102,94,96,92,89,0,79,EE or ME or AUE or CIVIL
2845,97,91,94,86,89,72,0,EE or ME or AUE or CIVIL
2846,98,92,86,86,86,0,71,EE or ME or AUE or CIVIL
2847,100,96,90,92,86,77,0,EE or ME or AUE or CIVIL
2848,106,97,90,93,94,0,65,EE or ME or AUE or CIVIL
2849,100,94,87,93,89,0,74,EE or ME or AUE or CIVIL
2850,95,90,89,98,95,0,60,EE or ME or AUE or CIVIL
2851,113,92,91,95,100,68,0,EE or ME or AUE or CIVIL
2852,100,90,94,95,94,0,60,EE or ME or AUE or CIVIL
2853,109,89,85,95,91,74,0,EE or ME or AUE or CIVIL
2854,103,89,94,95,97,0,63,EE or ME or AUE or CIVIL
2855,109,98,90,85,86,75,0,EE or ME or AUE or CIVIL
2856,104,92,88,94,91,0,77,EE or ME or AUE or CIVIL
2857,102,93,97,98,92,63,0,EE or ME or AUE or CIVIL
2858,99,85,98,87,87,0,78,EE or ME or AUE or CIVIL
2859,107,95,96,90,89,71,0,EE or ME or AUE or CIVIL
2860,96,87,100,93,94,74,0,EE or ME or AUE or CIVIL
2861,103,99,100,92,87,0,76,EE or ME or AUE or CIVIL
2862,110,98,86,92,99,70,0,EE or ME or AUE or CIVIL
2863,115,87,100,94,99,0,66,EE or ME or AUE or CIVIL
2864,97,85,92,86,94,0,71,EE or ME or AUE or CIVIL
2865,102,92,91,94,99,0,68,EE or ME or AUE or CIVIL
2866,108,96,90,99,93,0,75,EE or ME or AUE or CIVIL
2867,112,86,98,91,89,60,0,EE or ME or AUE or CIVIL
2868,101,86,100,90,100,0,60,EE or ME or AUE or CIVIL
2869,113,85,95,100,92,0,71,EE or ME or AUE or CIVIL
2870,101,99,96,93,88,80,0,EE or ME or AUE or CIVIL
2871,107,100,98,98,98,0,74,EE or ME or AUE or CIVIL
2872,105,87,91,93,97,0,77,EE or ME or AUE or CIVIL
2873,111,95,99,97,85,74,0,EE or ME or AUE or CIVIL
2874,110,92,96,89,88,0,80,EE or ME or AUE or CIVIL
2875,114,90,87,85,96,67,0,EE or ME or AUE or CIVIL
2876,113,94,93,95,91,69,0,EE or ME or AUE or CIVIL
2877,97,88,86,86,92,65,0,EE or ME or AUE or CIVIL
2878,104,99,95,97,86,66,0,EE or ME or AUE or CIVIL
2879,100,88,87,89,88,0,78,EE or ME or AUE or CIVIL
2880,100,91,99,100,89,80,0,EE or ME or AUE or CIVIL
2881,111,90,89,86,98,65,0,EE or ME or AUE or CIVIL
2882,108,96,96,97,91,0,68,EE or ME or AUE or CIVIL
2883,111,89,92,99,98,74,0,EE or ME or AUE or CIVIL
2884,104,100,94,88,99,0,68,EE or ME or AUE or CIVIL
2885,108,93,98,100,95,0,79,EE or ME or AUE or CIVIL
2886,109,94,90,92,85,71,0,EE or ME or AUE or CIVIL
2887,98,99,87,88,94,66,0,EE or ME or AUE or CIVIL
2888,96,91,86,89,87,0,69,EE or ME or AUE or CIVIL
2889,108,99,91,95,98,79,0,EE or ME or AUE or CIVIL
2890,109,89,90,96,91,74,0,EE or ME or AUE or CIVIL
2891,113,95,88,95,88,64,0,EE or ME or AUE or CIVIL
2892,108,93,96,93,92,62,0,EE or ME or AUE or CIVIL
2893,109,85,86,94,94,67,0,EE or ME or AUE or CIVIL
2894,100,96,90,91,94,0,69,EE or ME or AUE or CIVIL
2895,95,91,93,97,99,0,77,EE or ME or AUE or CIVIL
2896,112,95,93,96,91,72,0,EE or ME or AUE or CIVIL
2897,111,89,90,90,99,77,0,EE or ME or AUE or CIVIL
2898,102,94,98,95,85,0,68,EE or ME or AUE or CIVIL
2899,102,85,98,92,93,0,78,EE or ME or AUE or CIVIL
2900,110,97,90,89,86,0,60,EE or ME or AUE or CIVIL
2901,100,96,99,93,94,77,0,EE or ME or AUE or CIVIL
2902,106,95,89,93,96,77,0,EE or ME or AUE or CIVIL
2903,103,85,94,88,88,0,70,EE or ME or AUE or CIVIL
2904,96,97,88,99,98,78,0,EE or ME or AUE or CIVIL
2905,100,90,97,97,91,76,0,EE or ME or AUE or CIVIL
2906,101,100,95,89,89,67,0,EE or ME or AUE or CIVIL
2907,102,93,88,90,90,0,80,EE or ME or AUE or CIVIL
2908,111,100,89,91,86,80,0,EE or ME or AUE or CIVIL
2909,115,85,86,89,100,0,68,EE or ME or AUE or CIVIL
2910,112,93,98,99,98,0,64,EE or ME or AUE or CIVIL
2911,115,86,95,85,96,63,0,EE or ME or AUE or CIVIL
2912,97,91,94,100,93,65,0,EE or ME or AUE or CIVIL
