Serial,IQ,English,Accountancy,Economics,Buisness Studies,Mathematics,Computer Application,Stream
2237,86,73,75,85,80,0,71,CS
2238,89,67,68,90,86,0,68,CS
2239,91,67,70,89,85,0,72,CS
2240,95,70,70,82,85,0,75,CS
2241,87,74,70,90,85,0,74,CS
2242,86,67,68,84,85,0,75,CS
2243,87,72,75,87,84,0,65,CS
2244,94,69,75,88,84,0,70,CS
2245,85,66,69,85,86,0,67,CS
2246,89,72,73,85,88,0,75,CS
2247,86,74,69,85,86,0,72,CS
2248,86,71,73,89,87,0,68,CS
2249,95,66,71,84,89,0,71,CS
2250,85,66,70,83,90,0,71,CS
2251,88,69,66,83,81,0,70,CS
2252,95,70,72,82,87,0,70,CS
2253,91,71,68,84,82,0,65,CS
2254,85,67,67,81,82,0,69,CS
2255,90,70,67,80,88,0,68,CS
2256,95,68,75,87,80,0,74,CS
2257,89,72,66,80,89,0,74,CS
2258,90,73,73,86,88,0,73,CS
2259,90,72,74,88,90,0,65,CS
2260,92,65,65,87,87,0,74,CS
2261,87,75,71,84,89,0,69,CS
2262,94,65,71,82,81,0,69,CS
2263,95,75,68,90,89,0,75,CS
2264,86,65,72,89,81,0,74,CS
2265,94,70,69,86,83,0,65,CS
2266,93,66,69,80,81,0,68,CS
2267,93,66,69,80,84,0,73,CS
2268,89,72,73,83,88,0,70,CS
2269,90,73,71,81,82,0,67,CS
2270,94,66,69,89,89,0,70,CS
2271,86,75,75,82,86,0,74,CS
2272,94,68,73,83,86,0,67,CS
2273,95,68,75,90,90,0,73,CS
2274,92,68,73,89,84,0,73,CS
2275,88,70,69,82,83,0,74,CS
2276,91,66,73,84,90,0,68,CS
2277,85,69,68,85,86,0,67,CS
2278,95,67,67,87,86,0,71,CS
2279,88,65,69,90,83,0,70,CS
2280,85,69,75,89,82,0,69,CS
2281,93,72,71,90,81,0,73,CS
2282,92,73,69,80,82,0,73,CS
2283,91,68,70,82,82,0,67,CS
2284,85,68,68,86,88,0,73,CS
2285,93,73,72,80,80,0,67,CS
2286,92,72,68,83,86,0,69,CS
2287,93,74,71,81,90,0,65,CS
2288,94,74,69,90,88,0,68,CS
2289,87,74,68,80,84,0,75,CS
2290,87,75,75,81,80,0,69,CS
2291,95,69,68,82,89,0,72,CS
2292,90,69,65,81,80,0,66,CS
2293,89,68,69,86,87,0,71,CS
2294,88,67,70,84,87,0,69,CS
2295,92,73,66,90,82,0,73,CS
2296,93,72,68,82,88,0,75,CS
2297,85,73,66,85,81,0,70,CS
2298,91,66,70,87,82,0,66,CS
2299,95,70,72,86,88,0,70,CS
2300,88,67,75,88,90,0,66,CS
2301,88,74,69,82,82,0,69,CS
2302,94,67,74,85,90,0,65,CS
2303,85,66,67,88,90,0,72,CS
2304,89,71,73,89,88,0,68,CS
2305,90,74,71,86,81,0,67,CS
2306,93,75,73,87,83,0,65,CS
2307,86,66,73,89,87,0,74,CS
2308,89,68,70,86,90,0,74,CS
2309,86,66,67,90,88,0,73,CS
2310,93,68,70,81,84,0,65,CS
2311,91,70,74,83,82,0,68,CS
2312,90,68,75,81,90,0,75,CS
2313,89,65,75,80,83,0,71,CS
2314,86,70,66,85,83,0,66,CS
2315,95,65,71,82,90,0,66,CS
2316,92,67,66,84,86,0,67,CS
2317,88,65,72,84,82,0,75,CS
2318,89,65,75,86,80,0,66,CS
2319,92,69,65,90,84,0,74,CS
2320,92,74,72,89,90,0,72,CS
2321,90,73,75,84,84,0,75,CS
2322,88,66,74,83,87,0,74,CS
2323,92,65,69,88,82,0,68,CS
2324,92,68,66,81,88,0,74,CS
2325,91,72,75,85,88,0,66,CS
2326,85,73,75,84,86,0,68,CS
2327,90,74,71,82,88,0,67,CS
2328,91,68,75,86,86,0,66,CS
2329,95,66,65,83,84,0,65,CS
2330,90,65,71,82,88,0,67,CS
2331,88,66,65,87,89,0,66,CS
2332,91,65,75,81,89,0,69,CS
2333,86,74,72,87,82,0,65,CS
2334,85,67,75,81,87,0,65,CS
2335,92,74,71,84,80,0,75,CS
2336,95,71,65,88,86,0,65,CS
2337,94,70,65,82,86,0,65,CS
2338,91,70,68,88,83,0,65,CS
2339,85,74,73,87,90,0,66,CS
2340,95,65,66,89,89,0,70,CS
2341,89,66,74,81,80,0,74,CS
2342,88,69,67,87,82,0,73,CS
2343,94,69,70,90,82,0,71,CS
2344,93,71,67,88,89,0,65,CS
2345,93,73,70,82,85,0,73,CS
2346,88,71,69,89,88,0,65,CS
2347,95,67,65,81,88,0,71,CS
2348,89,68,71,86,88,0,69,CS
2349,90,73,73,85,80,0,74,CS
2350,93,67,75,85,81,0,68,CS
2351,92,70,68,85,84,0,72,CS
2352,86,70,74,80,83,0,69,CS
2353,88,73,74,85,88,0,70,CS
2354,88,72,75,90,81,0,75,CS
2355,95,70,69,84,84,0,72,CS
2356,92,68,74,83,82,0,69,CS
2357,89,69,71,90,82,0,69,CS
2358,93,69,65,81,81,0,72,CS
2359,93,67,67,85,82,0,68,CS
2360,89,71,72,85,86,0,66,CS
2361,89,67,66,85,84,0,70,CS
2362,94,72,69,90,84,0,65,CS
2363,91,73,73,84,85,0,66,CS
2364,86,75,66,90,88,0,69,CS
2365,92,66,70,80,89,0,73,CS
2366,91,73,67,88,85,0,73,CS
2367,90,65,70,86,87,0,67,CS
2368,92,68,67,82,88,0,69,CS
2369,94,66,75,82,87,0,66,CS
2370,88,66,65,87,81,0,73,CS
2371,89,66,75,87,90,0,67,CS
2372,87,65,73,86,81,0,73,CS
2373,92,74,74,80,84,0,74,CS
2374,89,65,74,86,87,0,72,CS
2375,88,69,67,90,84,0,68,CS
2376,92,72,75,80,82,0,75,CS
2377,89,75,71,85,90,0,72,CS
2378,90,74,75,85,80,0,72,CS
2379,89,66,74,89,82,0,74,CS
2380,87,75,71,83,90,0,74,CS
2381,86,72,69,85,88,0,65,CS
2382,94,66,66,87,80,0,74,CS
2383,86,69,66,80,88,0,73,CS
2384,88,75,69,88,90,0,67,CS
2385,92,69,73,89,81,0,68,CS
2386,86,67,70,87,84,0,73,CS
2387,92,74,70,87,85,0,67,CS
2388,93,75,67,88,81,0,69,CS
2389,92,75,71,88,82,0,72,CS
2390,88,75,72,89,81,0,72,CS
2391,85,74,75,84,82,0,75,CS
2392,94,69,73,85,84,0,66,CS
2393,88,67,71,87,85,0,68,CS
2394,93,71,75,82,82,0,75,CS
2395,87,67,69,89,83,0,71,CS
2396,86,70,75,88,82,0,67,CS
2397,93,72,69,86,88,0,68,CS
2398,95,75,66,83,82,0,68,CS
2399,94,68,69,83,89,0,71,CS
2400,93,67,66,84,85,0,68,CS
2401,87,73,66,87,88,0,71,CS
2402,85,74,66,90,83,0,74,CS
2403,89,74,74,83,88,0,74,CS
2404,91,68,75,85,88,0,68,CS
2405,93,75,69,84,83,0,75,CS
2406,91,75,71,83,82,0,75,CS
2407,88,69,65,89,89,0,69,CS
2408,93,72,75,84,85,0,72,CS
2409,94,68,70,86,83,0,68,CS
2410,95,73,73,88,88,0,73,CS
2411,95,68,72,87,90,0,68,CS
2412,92,73,75,83,88,0,73,CS
2413,92,66,69,83,90,0,66,CS
2414,89,66,68,88,82,0,66,CS
2415,90,66,65,82,84,0,66,CS
2416,89,70,74,90,85,0,70,CS
2417,89,65,68,83,90,0,65,CS
2418,90,71,70,86,85,0,71,CS
2419,86,70,65,87,85,0,70,CS
2420,87,71,67,90,82,0,71,CS
2421,88,75,67,85,82,0,75,CS
2422,89,70,70,82,84,0,70,CS
2423,89,71,71,84,83,0,71,CS
2424,86,70,65,87,83,0,70,CS
2425,92,65,73,82,84,0,65,CS
2426,94,74,71,87,86,0,74,CS
2427,89,74,65,86,86,0,74,CS
2428,95,75,68,84,86,0,75,CS
2429,92,70,66,84,82,0,70,CS
2430,89,74,75,87,88,0,74,CS
2431,85,70,71,85,82,0,70,CS
2432,87,88,72,90,90,0,89,CS+LLB
2433,92,86,71,89,89,0,86,CS+LLB
2434,85,85,69,84,86,0,87,CS+LLB
2435,88,87,68,85,90,0,86,CS+LLB
2436,95,86,72,83,83,0,86,CS+LLB
2437,93,88,66,89,85,0,87,CS+LLB
2438,88,86,69,84,83,0,82,CS+LLB
2439,91,89,72,88,89,0,84,CS+LLB
2440,90,85,66,88,89,0,84,CS+LLB
2441,94,83,65,86,83,0,89,CS+LLB
2442,88,84,75,85,83,0,82,CS+LLB
2443,86,88,73,88,84,0,82,CS+LLB
2444,90,90,73,82,88,0,83,CS+LLB
2445,95,84,66,84,85,0,85,CS+LLB
2446,93,85,75,87,89,0,82,CS+LLB
2447,92,83,67,87,88,0,82,CS+LLB
2448,93,85,75,89,87,0,84,CS+LLB
2449,94,83,72,82,89,0,89,CS+LLB
2450,91,88,68,82,85,0,88,CS+LLB
2451,92,90,68,84,86,0,83,CS+LLB
2452,93,90,72,85,86,0,88,CS+LLB
2453,95,89,71,87,87,0,88,CS+LLB
2454,88,89,75,82,85,0,89,CS+LLB
2455,89,90,72,90,90,0,86,CS+LLB
2456,95,85,72,90,88,0,85,CS+LLB
2457,86,86,72,89,85,0,90,CS+LLB
2458,89,90,75,88,84,0,83,CS+LLB
2459,85,84,72,87,90,0,82,CS+LLB
2460,92,83,70,82,84,0,88,CS+LLB
2461,88,86,72,88,87,0,85,CS+LLB
2462,87,82,72,81,89,0,88,CS+LLB
2463,94,84,69,87,86,0,84,CS+LLB
2464,85,81,75,82,82,0,80,CS+LLB
2465,93,88,66,80,90,0,87,CS+LLB
2466,90,88,72,88,80,0,85,CS+LLB
2467,93,88,66,89,87,0,88,CS+LLB
2468,89,87,71,81,87,0,86,CS+LLB
2469,86,82,70,81,86,0,88,CS+LLB
2470,93,85,69,86,80,0,85,CS+LLB
2471,91,81,72,80,85,0,80,CS+LLB
2472,90,84,74,88,89,0,81,CS+LLB
2473,89,85,68,90,82,0,85,CS+LLB
2474,88,87,74,88,87,0,84,CS+LLB
2475,90,81,67,82,89,0,88,CS+LLB
2476,87,88,68,82,90,0,84,CS+LLB
2477,88,85,68,87,85,0,89,CS+LLB
2478,88,89,75,80,83,0,82,CS+LLB
2479,85,85,66,85,87,0,84,CS+LLB
2480,95,86,69,84,85,0,88,CS+LLB
2481,87,87,69,88,86,0,81,CS+LLB
2482,86,89,73,82,88,0,83,CS+LLB
2483,86,81,70,88,87,0,88,CS+LLB
2484,95,85,75,87,82,0,86,CS+LLB
2485,90,80,73,82,88,0,88,CS+LLB
2486,88,85,72,83,85,0,85,CS+LLB
2487,89,88,73,80,90,0,89,CS+LLB
2488,85,89,66,84,87,0,89,CS+LLB
2489,88,83,69,82,89,0,90,CS+LLB
2490,87,84,71,81,90,0,81,CS+LLB
2491,93,86,67,86,90,0,86,CS+LLB
2492,85,84,66,86,88,0,81,CS+LLB
2493,89,81,66,80,86,0,82,CS+LLB
2494,93,83,73,82,81,0,83,CS+LLB
2495,94,84,72,80,84,0,87,CS+LLB
2496,90,85,68,87,85,0,84,CS+LLB
2497,87,90,73,83,88,0,89,CS+LLB
2498,88,85,72,80,86,0,83,CS+LLB
2499,87,84,73,82,84,0,86,CS+LLB
2500,92,87,75,90,81,0,88,CS+LLB
2501,88,88,74,82,87,0,90,CS+LLB
2502,91,84,66,87,84,0,82,CS+LLB
2503,92,85,73,85,80,0,88,CS+LLB
2504,95,82,69,81,83,0,80,CS+LLB
2505,89,89,69,83,89,0,85,CS+LLB
2506,95,89,72,80,81,0,84,CS+LLB
2507,89,81,71,88,84,0,90,CS+LLB
2508,92,83,69,83,85,0,88,CS+LLB
2509,92,82,75,85,80,0,90,CS+LLB
2510,93,90,66,81,81,0,89,CS+LLB
2511,90,80,66,89,90,0,84,CS+LLB
2512,93,82,65,82,86,0,88,CS+LLB
2513,88,83,73,86,82,0,80,CS+LLB
2514,90,86,69,89,81,0,86,CS+LLB
2515,90,82,69,87,84,0,80,CS+LLB
2516,92,85,72,86,87,0,87,CS+LLB
2517,91,88,69,89,88,0,90,CS+LLB
2518,85,89,71,81,82,0,87,CS+LLB
2519,93,81,65,90,87,0,89,CS+LLB
2520,93,81,66,86,89,0,82,CS+LLB
2521,86,81,75,84,82,0,90,CS+LLB
2522,95,90,69,82,80,0,86,CS+LLB
2523,92,87,66,88,90,0,87,CS+LLB
2524,85,85,69,90,85,0,88,CS+LLB
2525,90,88,68,87,88,0,87,CS+LLB
2526,94,86,68,80,83,0,83,CS+LLB
2527,88,82,68,85,83,0,86,CS+LLB
2528,95,85,73,88,82,0,87,CS+LLB
2529,89,87,66,84,82,0,89,CS+LLB
2530,87,80,68,88,85,0,85,CS+LLB
2531,88,86,70,87,81,0,85,CS+LLB
2532,90,85,70,80,89,0,85,CS+LLB
2533,92,80,74,86,85,0,81,CS+LLB
2534,95,82,75,81,90,0,80,CS+LLB
2535,87,84,68,85,85,0,80,CS+LLB
2536,95,83,70,84,83,0,87,CS+LLB
2537,90,83,65,88,85,0,84,CS+LLB
2538,86,87,71,89,81,0,89,CS+LLB
2539,95,84,66,85,89,0,87,CS+LLB
2540,88,85,65,85,87,0,81,CS+LLB
2541,91,88,72,86,81,0,81,CS+LLB
2542,92,81,66,87,86,0,84,CS+LLB
2543,85,83,70,86,85,0,90,CS+LLB
2544,87,80,66,88,82,0,80,CS+LLB
2545,92,90,73,90,81,0,82,CS+LLB
2546,88,82,73,89,88,0,80,CS+LLB
2547,85,89,71,81,82,0,84,CS+LLB
2548,85,82,74,85,85,0,90,CS+LLB
2549,94,83,69,85,82,0,87,CS+LLB
2550,86,86,67,85,87,0,85,CS+LLB
2551,86,89,66,85,80,0,81,CS+LLB
2552,91,81,67,87,83,0,83,CS+LLB
2553,86,82,67,84,86,0,85,CS+LLB
2554,92,89,68,82,84,0,83,CS+LLB
2555,90,83,67,85,86,0,87,CS+LLB
2556,92,82,71,89,81,0,90,CS+LLB
2557,90,88,66,83,84,0,82,CS+LLB
2558,93,81,71,80,88,0,82,CS+LLB
2559,92,89,68,90,83,0,81,CS+LLB
2560,89,89,72,82,81,0,87,CS+LLB
2561,85,89,70,86,89,0,85,CS+LLB
2562,88,83,74,88,88,0,83,CS+LLB
2563,86,81,69,83,87,0,82,CS+LLB
2564,85,84,68,83,88,0,80,CS+LLB
2565,88,83,71,83,88,0,85,CS+LLB
2566,87,90,72,81,88,0,87,CS+LLB
2567,85,86,69,81,85,0,82,CS+LLB
2568,88,90,71,82,80,0,80,CS+LLB
2569,90,88,70,85,86,0,85,CS+LLB
2570,86,87,68,85,83,0,87,CS+LLB
2571,88,81,68,80,88,0,83,CS+LLB
2572,85,80,74,89,85,0,82,CS+LLB
2573,85,80,72,87,89,0,81,CS+LLB
2574,86,86,66,80,86,0,88,CS+LLB
2575,89,82,75,89,86,0,89,CS+LLB
2576,92,90,72,80,90,0,88,CS+LLB
2577,93,81,65,86,85,0,85,CS+LLB
2578,91,90,73,85,84,0,87,CS+LLB
2579,91,87,71,85,84,0,84,CS+LLB
2580,95,81,75,90,89,0,80,CS+LLB
2581,87,80,70,90,88,0,84,CS+LLB
2582,93,84,70,83,81,0,87,CS+LLB
2583,95,83,68,86,85,0,87,CS+LLB
2584,91,83,68,90,84,0,90,CS+LLB
2585,94,85,71,88,87,0,90,CS+LLB
2586,86,81,74,89,80,0,82,CS+LLB
2587,94,81,74,84,87,0,80,CS+LLB
2588,91,87,73,83,88,0,83,CS+LLB
2589,87,90,71,85,82,0,89,CS+LLB
2590,85,83,70,88,81,0,88,CS+LLB
2591,92,90,68,90,86,0,81,CS+LLB
2592,89,83,73,87,82,0,81,CS+LLB
2593,88,83,68,87,90,0,86,CS+LLB
2594,89,80,67,85,88,0,87,CS+LLB
2595,95,84,74,83,90,0,90,CS+LLB
2596,89,85,71,84,85,0,88,CS+LLB
2597,85,87,68,85,90,0,82,CS+LLB
2598,88,81,74,88,80,0,80,CS+LLB
2599,86,82,75,86,83,0,86,CS+LLB
2600,92,84,68,88,80,0,86,CS+LLB
2601,93,80,70,80,87,0,90,CS+LLB
2602,94,81,70,88,85,0,86,CS+LLB
2603,91,86,72,85,83,0,85,CS+LLB
2604,93,90,75,90,83,0,83,CS+LLB
2605,89,86,71,85,87,0,80,CS+LLB
2606,91,81,73,85,81,0,89,CS+LLB
2607,86,90,71,81,85,0,89,CS+LLB
2608,90,85,74,88,86,0,81,CS+LLB
2609,91,87,69,87,82,0,87,CS+LLB
2610,85,82,69,89,82,0,84,CS+LLB
2611,91,86,69,81,83,0,84,CS+LLB
2612,92,80,75,82,86,0,89,CS+LLB
2613,89,86,71,89,82,0,89,CS+LLB
2614,90,82,66,80,84,0,82,CS+LLB
2615,88,90,65,85,85,0,83,CS+LLB
2616,87,80,70,84,82,0,89,CS+LLB
2617,86,87,73,90,86,0,90,CS+LLB
2618,88,81,70,89,81,0,80,CS+LLB
2619,93,87,71,89,81,0,89,CS+LLB
2620,95,85,73,83,82,0,85,CS+LLB
2621,91,90,70,86,83,0,86,CS+LLB
2622,91,87,74,87,80,0,80,CS+LLB
2623,91,84,72,90,90,0,87,CS+LLB
2624,90,80,73,80,83,0,87,CS+LLB
2625,89,86,73,90,88,0,87,CS+LLB
2626,91,84,71,83,89,0,88,CS+LLB
2627,93,80,65,81,88,0,90,CS+LLB
2628,89,86,69,86,89,0,89,CS+LLB
2629,91,82,66,88,81,0,88,CS+LLB
2630,90,82,70,81,84,0,90,CS+LLB
2631,88,80,66,80,88,0,87,CS+LLB
2632,88,84,70,89,86,0,87,CS+LLB
2633,85,82,68,90,80,0,85,CS+LLB
2634,89,80,65,81,86,0,88,CS+LLB
2635,92,84,66,89,88,0,80,CS+LLB
2636,92,82,70,90,89,0,85,CS+LLB
2637,95,81,65,90,84,0,84,CS+LLB
2638,85,85,74,82,82,0,90,CS+LLB
2639,93,80,73,86,83,0,80,CS+LLB
2640,93,90,72,90,83,0,87,CS+LLB
2641,89,85,66,89,83,0,82,CS+LLB
2642,88,90,73,86,83,0,89,CS+LLB
2643,88,89,71,82,85,0,89,CS+LLB
2644,92,90,69,80,80,0,82,CS+LLB
2645,94,85,65,82,83,0,89,CS+LLB
2646,92,84,70,80,83,0,85,CS+LLB
2647,90,87,73,82,81,0,90,CS+LLB
2648,92,80,65,80,89,0,88,CS+LLB
2649,85,89,65,88,87,0,80,CS+LLB
2650,91,83,69,86,90,0,82,CS+LLB
2651,85,80,70,85,86,0,84,CS+LLB
2652,95,82,70,88,81,0,82,CS+LLB
2653,94,82,69,84,89,0,81,CS+LLB
2654,90,80,67,84,85,0,90,CS+LLB
2655,89,87,65,82,87,0,89,CS+LLB
2656,93,81,65,84,84,0,84,CS+LLB
2657,92,89,66,81,85,0,82,CS+LLB
2658,92,84,72,86,85,0,81,CS+LLB
2659,90,87,73,90,83,0,90,CS+LLB
2660,87,83,69,85,86,0,83,CS+LLB
2661,85,81,65,83,88,0,80,CS+LLB
2662,88,81,69,87,80,0,84,CS+LLB
2663,90,87,75,89,81,0,84,CS+LLB
2664,89,87,67,85,89,0,86,CS+LLB
2665,90,82,70,82,86,0,83,CS+LLB
2666,88,83,70,87,90,0,90,CS+LLB
2667,95,90,68,82,86,0,87,CS+LLB
2668,89,89,69,90,87,0,90,CS+LLB
2669,94,84,70,83,89,0,84,CS+LLB
2670,89,82,70,83,87,0,87,CS+LLB
2671,89,83,72,87,83,0,84,CS+LLB
2672,91,85,71,80,85,0,87,CS+LLB
2673,87,86,65,82,82,0,88,CS+LLB
2674,87,82,65,81,83,0,83,CS+LLB
2675,89,80,69,84,87,0,90,CS+LLB
2676,93,85,74,86,81,0,89,CS+LLB
2677,86,88,65,81,87,0,89,CS+LLB
2678,89,81,65,83,86,0,82,CS+LLB
2679,92,84,72,88,83,0,87,CS+LLB
2680,92,81,69,90,80,0,81,CS+LLB
2681,89,82,67,80,87,0,81,CS+LLB
2682,85,86,67,86,89,0,90,CS+LLB
2683,85,83,72,80,88,0,81,CS+LLB
2684,90,82,70,85,84,0,89,CS+LLB
2685,93,90,72,89,87,0,84,CS+LLB
2686,85,81,68,88,84,0,83,CS+LLB
2687,94,82,70,82,83,0,80,CS+LLB
2688,92,90,74,82,83,0,87,CS+LLB
2689,85,86,68,88,82,0,87,CS+LLB
2690,88,80,69,89,90,0,85,CS+LLB
2691,87,84,66,83,87,0,88,CS+LLB
2692,95,86,72,80,81,0,83,CS+LLB
2693,91,82,65,84,89,0,86,CS+LLB
2694,88,86,67,86,81,0,83,CS+LLB
2695,88,87,72,84,86,0,86,CS+LLB
2696,91,82,65,90,81,0,81,CS+LLB
2697,85,88,75,88,83,0,85,CS+LLB
2698,87,84,69,88,87,0,86,CS+LLB
2699,86,90,69,80,90,0,86,CS+LLB
2700,91,80,70,89,90,0,84,CS+LLB
2701,92,83,72,88,89,0,87,CS+LLB
2702,90,87,70,84,82,0,85,CS+LLB
2703,86,89,74,86,81,0,83,CS+LLB
2704,89,82,75,89,89,0,82,CS+LLB
2705,94,90,67,89,90,0,87,CS+LLB
2706,87,82,72,86,83,0,90,CS+LLB
2707,86,84,68,80,80,0,88,CS+LLB
2708,86,83,75,86,87,0,87,CS+LLB
2709,93,84,67,87,80,0,90,CS+LLB
2710,86,89,68,80,80,0,89,CS+LLB
2711,91,88,72,88,90,0,85,CS+LLB
2712,95,88,73,82,85,0,81,CS+LLB
2713,92,82,66,89,81,0,86,CS+LLB
2714,89,90,71,86,87,0,86,CS+LLB
2715,87,84,68,83,84,0,83,CS+LLB
2716,85,87,71,80,85,0,89,CS+LLB
2717,86,87,71,80,89,0,89,CS+LLB
2718,95,87,75,88,82,0,83,CS+LLB
2719,86,86,75,84,87,0,85,CS+LLB
2720,85,85,72,89,89,0,82,CS+LLB
2721,93,87,72,82,84,0,81,CS+LLB
2722,89,89,74,90,90,0,82,CS+LLB
2723,88,84,67,90,84,0,84,CS+LLB
2724,92,85,72,81,85,0,83,CS+LLB
2725,90,81,73,87,89,0,81,CS+LLB
2726,95,83,66,90,86,0,84,CS+LLB
2727,90,88,74,83,89,0,86,CS+LLB
2728,92,87,72,80,88,0,83,CS+LLB
2729,94,82,68,89,87,0,85,CS+LLB
2730,90,86,70,85,82,0,82,CS+LLB
2731,88,88,70,80,84,0,87,CS+LLB
2732,95,81,75,89,89,0,87,CS+LLB
2733,87,80,75,87,86,0,90,CS+LLB
2734,85,84,73,80,83,0,80,CS+LLB
2735,91,87,72,82,83,0,89,CS+LLB
2736,95,83,66,80,88,0,83,CS+LLB
2737,85,89,75,90,81,0,80,CS+LLB
2738,94,89,66,80,81,0,87,CS+LLB
2739,94,85,66,88,88,0,81,CS+LLB
2740,95,84,65,85,83,0,81,CS+LLB
2741,89,80,75,86,88,0,90,CS+LLB
2742,87,89,70,88,85,0,82,CS+LLB
2743,90,89,67,89,90,0,86,CS+LLB
2744,86,84,65,81,85,0,82,CS+LLB
2745,94,85,69,80,89,0,81,CS+LLB
2746,92,88,72,81,89,0,80,CS+LLB
2747,90,87,75,87,82,0,80,CS+LLB
2748,90,81,71,86,90,0,85,CS+LLB
2749,92,87,71,80,88,0,84,CS+LLB
2750,90,90,74,82,81,0,80,CS+LLB
2751,94,88,74,85,80,0,83,CS+LLB
2752,95,85,68,88,82,0,83,CS+LLB
2753,95,85,75,83,80,0,86,CS+LLB
2754,91,82,70,90,83,0,90,CS+LLB
2755,93,87,75,90,90,0,87,CS+LLB
2756,88,82,66,88,85,0,90,CS+LLB
2757,85,83,66,84,80,0,82,CS+LLB
2758,89,82,74,89,85,0,82,CS+LLB
2759,94,83,72,88,82,0,88,CS+LLB
2760,86,84,66,85,89,0,83,CS+LLB
2761,91,80,74,84,80,0,89,CS+LLB
2762,81,57,55,68,62,68,0,Hotel Management
2763,86,60,57,55,65,0,55,Hotel Management
2764,89,55,70,66,59,70,0,Hotel Management
2765,87,57,62,68,59,59,0,Hotel Management
2766,86,64,60,63,57,0,57,Hotel Management
2767,85,59,62,65,55,62,0,Hotel Management
2768,82,60,59,55,63,0,64,Hotel Management
2769,83,67,68,55,70,59,0,Hotel Management
2770,88,56,70,55,58,56,0,Hotel Management
2771,80,61,56,57,62,0,59,Hotel Management
2772,80,57,66,70,69,0,65,Hotel Management
2773,84,62,60,65,67,0,61,Hotel Management
2774,88,60,55,67,55,70,0,Hotel Management
2775,87,55,69,59,63,0,64,Hotel Management
2776,86,56,55,70,57,62,0,Hotel Management
2777,85,68,58,58,58,66,0,Hotel Management
2778,81,55,55,69,58,0,62,Hotel Management
2779,83,67,62,55,64,0,60,Hotel Management
2780,80,69,64,55,58,0,60,Hotel Management
2781,88,62,60,56,59,0,66,Hotel Management
2782,88,59,56,67,58,60,0,Hotel Management
2783,82,67,56,59,60,55,0,Hotel Management
2784,83,70,69,62,65,0,63,Hotel Management
2785,83,56,67,62,61,0,64,Hotel Management
2786,89,70,69,67,60,57,0,Hotel Management
2787,85,70,63,60,63,64,0,Hotel Management
2788,88,57,63,55,64,0,64,Hotel Management
2789,84,55,67,61,55,70,0,Hotel Management
2790,87,66,64,59,69,60,0,Hotel Management
2791,85,56,61,66,69,0,58,Hotel Management
2792,83,64,59,67,64,0,69,Hotel Management
2793,89,56,62,56,64,0,64,Hotel Management
2794,87,66,56,67,66,0,66,Hotel Management
2795,88,58,58,56,62,64,0,Hotel Management
2796,90,56,66,64,60,0,69,Hotel Management
2797,82,56,68,61,60,0,69,Hotel Management
2798,81,58,56,59,57,0,65,Hotel Management
2799,86,63,56,62,68,0,67,Hotel Management
2800,83,56,56,59,60,57,0,Hotel Management
2801,84,67,67,67,59,0,62,Hotel Management
2802,82,64,59,70,70,55,0,Hotel Management
2803,84,59,60,68,63,60,0,Hotel Management
2804,84,70,55,62,64,61,0,Hotel Management
2805,83,65,70,63,58,63,0,Hotel Management
2806,88,65,61,62,59,0,66,Hotel Management
2807,86,57,67,67,66,57,0,Hotel Management
2808,85,66,66,63,62,0,60,Hotel Management
2809,81,63,57,62,57,58,0,Hotel Management
2810,86,70,67,61,68,0,66,Hotel Management
2811,81,62,63,61,61,59,0,Hotel Management
2812,83,65,64,63,65,58,0,Hotel Management
2813,84,60,58,66,60,63,0,Hotel Management
2814,81,55,68,61,63,63,0,Hotel Management
2815,84,57,69,67,67,0,56,Hotel Management
2816,82,68,61,68,69,0,69,Hotel Management
2817,89,66,56,61,58,0,58,Hotel Management
2818,89,60,68,69,65,70,0,Hotel Management
2819,80,66,69,57,69,0,65,Hotel Management
2820,86,55,63,69,65,55,0,Hotel Management
2821,87,55,64,59,57,61,0,Hotel Management
2822,84,63,58,64,58,70,0,Hotel Management
2823,85,64,56,59,58,0,55,Hotel Management
2824,88,69,70,62,56,0,57,Hotel Management
2825,84,67,62,60,67,61,0,Hotel Management
2826,80,59,59,66,70,67,0,Hotel Management
2827,84,68,66,56,63,55,0,Hotel Management
2828,82,62,55,68,64,0,70,Hotel Management
2829,84,68,56,69,67,0,68,Hotel Management
2830,82,57,58,64,61,0,58,Hotel Management
2831,81,55,62,63,62,63,0,Hotel Management
2832,90,55,60,66,64,61,0,Hotel Management
2833,81,70,57,58,59,0,57,Hotel Management
2834,87,56,60,66,55,57,0,Hotel Management
2835,87,70,60,58,64,0,68,Hotel Management
2836,86,66,63,65,68,0,70,Hotel Management
2837,90,57,64,59,56,55,0,Hotel Management
2838,80,68,69,66,58,0,57,Hotel Management
2839,83,57,67,67,59,0,65,Hotel Management
2840,82,57,59,58,67,0,59,Hotel Management
2841,86,64,69,64,63,60,0,Hotel Management
2842,86,59,63,62,63,0,66,Hotel Management
2843,89,59,58,59,65,58,0,Hotel Management
2844,84,58,60,64,59,56,0,Hotel Management
2845,82,64,66,70,66,0,61,Hotel Management
2846,90,55,68,55,55,0,57,Hotel Management
2847,87,58,60,70,56,69,0,Hotel Management
2848,88,63,57,68,68,65,0,Hotel Management
2849,84,62,58,63,65,61,0,Hotel Management
2850,84,66,56,64,57,55,0,Hotel Management
